Gene_ID,TG_D14,TG_D0,log2FoldChange,pvalue,padj,GeneName,Chrom,Strand,Start,End,GeneLength,GeneType,GeneDescription,TG_D14_1_readcount,TG_D14_2_readcount,TG_D14_3_readcount,TG_D0_1_readcount,TG_D0_2_readcount,TG_D0_3_readcount,TG_D14_1_fpkm,TG_D14_2_fpkm,TG_D14_3_fpkm,TG_D0_1_fpkm,TG_D0_2_fpkm,TG_D0_3_fpkm
ENSMUSG00000044700,1950.227742,2732.629747,-0.46652,0.00022676,0.0031493,Tmem201,chr4,-,149715375,149738044,4631,protein_coding,transmembrane_protein_201,2141,2041,1853,2624,2637,2726,23.67806305,22.77630916,23.43081015,31.38905783,27.47360723,26.72998954
ENSMUSG00000032126,442.3224715,620.6136898,-0.46602,0.00073153,0.0080717,Hmbs,chr9,-,44336350,44344228,1594,protein_coding,hydroxymethylbilane_synthase,441,486,438,528,653,650,14.16950109,15.75662059,16.09060821,18.34994792,19.76538147,18.51709088
ENSMUSG00000005510,5751.726552,8089.897829,-0.46587,0.0011457,0.011497,Ndufs3,chr2,-,90894634,90904827,1046,protein_coding,NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_3,6485,5726,5561,8016,7095,8459,317.5284053,282.9011967,311.3206133,424.5367144,327.266123,367.2273839
ENSMUSG00000025544,1838.953232,2575.152195,-0.46575,0.00030053,0.0039761,Tm9sf2,chr14,+,122107038,122159604,3107,protein_coding,transmembrane_9_superfamily_member_2,1800,2062,1815,2000,2690,2951,29.6712292,34.29750539,34.20755571,35.65972362,41.77258612,43.12962426
ENSMUSG00000026939,297.8844905,420.8542041,-0.46572,0.0036028,0.027953,Tmem141,chr2,-,25620067,25622005,975,protein_coding,transmembrane_protein_141,282,350,289,365,402,472,14.81319634,18.55147964,17.35720904,20.7385066,19.8930683,21.98290592
ENSMUSG00000071324,466.9680856,656.0238135,-0.46568,0.0013231,0.012861,Armc2,chr10,-,41914990,42018442,5194,protein_coding,armadillo_repeat_containing_2,524,448,467,525,725,694,5.166942495,4.457498381,5.265039116,5.599465699,6.734671202,6.067436552
ENSMUSG00000055923,211.2630549,299.0216359,-0.46547,0.0049622,0.035795,Aasdh,chr5,-,76873659,76905514,4066,protein_coding,aminoadipate-semialdehyde_dehydrogenase,228,226,200,263,345,273,2.871916172,2.872474554,2.880376693,3.583254085,4.093851237,3.048898672
ENSMUSG00000055204,863.2073816,1214.367186,-0.46542,0.0013735,0.013209,Ankrd17,chr5,-,90227190,90366185,10042,protein_coding,ankyrin_repeat_domain_17,943,1061,698,898,1515,1207,4.809453855,5.460221897,4.07025738,4.953878492,7.27901731,5.458015585
ENSMUSG00000032324,2342.910816,3266.561588,-0.46429,3.92E-05,0.00076033,Tspan3,chr9,-,56135885,56161070,1728,protein_coding,tetraspanin_3,2448,2493,2294,2822,3341,3462,72.55577106,74.55789976,77.73853325,90.46956492,93.28527021,90.97688103
ENSMUSG00000027668,5668.106628,7935.39804,-0.46409,0.0003772,0.0047951,Mfn1,chr3,+,32529465,32579239,4562,protein_coding,mitofusin_1,6302,5917,5333,7858,7467,7809,70.75015642,67.02879526,68.4546524,95.42144172,78.97164903,77.72985548
ENSMUSG00000000959,1459.571924,2041.8552,-0.46379,0.00031161,0.0040956,Oxa1l,chr14,+,54360841,54369669,2534,protein_coding,oxidase_assembly_1-like,1590,1496,1422,1922,1974,2081,32.13622062,30.50985252,32.86091505,42.01806062,37.58554691,37.2917864
ENSMUSG00000030739,2537.151301,3578.571408,-0.4636,0.0032826,0.026182,Myh14,chr7,-,44605803,44670843,6499,protein_coding,myosin_heavy_polypeptide_14,2768,2526,2528,3802,3211,3356,21.81342371,20.08639203,22.77808449,32.40819222,23.83823545,23.44893558
ENSMUSG00000038342,752.9791203,1057.241101,-0.4636,0.0013499,0.013048,Mlxip,chr5,+,123394798,123457932,7303,protein_coding,MLX_interacting_protein,913,801,635,749,1195,1212,6.402856423,5.668215337,5.091656435,5.681588129,7.894905591,7.536141384
ENSMUSG00000042978,1344.187527,1898.343571,-0.46353,0.0045208,0.033493,Sbk1,chr7,+,126272619,126294999,4092,protein_coding,SH3-binding_kinase_1,1652,1288,1229,1274,1984,2421,20.67657992,16.26654666,17.58745198,17.24737609,23.39302469,26.86623955
ENSMUSG00000028247,728.1209981,1022.264897,-0.46291,0.0016575,0.015321,Coq3,chr4,+,21879673,21912162,2651,protein_coding,coenzyme_Q3_homolog_methyltransferase_(yeast),735,722,776,936,1048,1016,14.19978922,14.07481176,17.14109889,19.55939203,19.07356577,17.40330368
ENSMUSG00000021930,592.5944364,838.2675561,-0.46264,0.0073834,0.048796,Spryd7,chr14,-,61531993,61556886,4002,protein_coding,SPRY_domain_containing_7,569,653,603,532,1002,984,7.281812106,8.432400442,8.823215662,7.364169541,12.08011235,11.16518009
ENSMUSG00000024743,709.4868729,991.3864069,-0.46142,0.00061596,0.0070414,Syt7,chr19,+,10389090,10453181,6834,protein_coding,synaptotagmin_VII,799,736,663,750,1182,1018,5.987921404,5.565676571,5.681005644,6.079607182,8.344932698,6.764263575
ENSMUSG00000028062,715.5621994,1006.009319,-0.46134,0.0021249,0.018619,Lamtor2,chr3,-,88549819,88553074,668,protein_coding,late_endosomal/lysosomal_adaptor_MAPK_and_MTOR_activator_2,808,776,640,1031,916,977,61.94969674,60.03442898,56.10352879,85.50104707,66.16058666,66.41494535
ENSMUSG00000024213,3378.442389,4715.791965,-0.46039,0.00036417,0.0046463,Nudt3,chr17,-,27579382,27623465,2193,protein_coding,nudix_(nucleotide_diphosphate_linked_moiety_X)-type_motif_3,3670,3594,3195,4657,4599,4499,85.71004419,84.6943748,85.31372361,117.6404932,101.1824321,93.15905617
ENSMUSG00000024869,703.9112582,987.6250828,-0.46003,0.0020587,0.018208,Nudt8,chr19,+,4000580,4005816,3904,protein_coding,nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_8,751,716,703,979,930,970,9.852227109,9.478035668,10.54465033,13.89191487,11.49353112,11.28261175
ENSMUSG00000008035,1170.882073,1634.566225,-0.45916,0.00055603,0.0065439,Mid1ip1,chrX,+,10715013,10719690,2022,protein_coding,Mid1_interacting_protein_1_(gastrulation_specific_G12-like_(zebrafish)),1415,1147,1070,1499,1584,1711,35.84095516,29.31550582,30.98769646,41.06858239,37.79674167,38.42523893
ENSMUSG00000042298,540.1621209,752.5991772,-0.45912,0.00043872,0.005448,Ttc19,chr11,+,62281473,62328451,3410,protein_coding,tetratricopeptide_repeat_domain_19,566,583,521,604,801,824,8.500928015,8.835462768,8.946847012,9.812321968,11.3333545,10.97287801
ENSMUSG00000031987,6339.9437,8860.375902,-0.45894,0.00093919,0.009783,Egln1,chr8,-,124908596,124949254,3515,protein_coding,egl-9_family_hypoxia-inducible_factor_1,6203,6639,6635,8522,8740,8637,90.38174838,97.60958463,110.5356233,134.3090975,119.968282,111.5797306
ENSMUSG00000043733,3151.703183,4385.453109,-0.45783,0.00020249,0.0028897,Ptpn11,chr5,-,121130533,121191397,7442,protein_coding,protein_tyrosine_phosphatase_non-receptor_type_11,3906,3268,2657,3940,4293,4649,26.88108906,22.69381486,20.9068477,29.3289008,27.83245779,28.36727369
ENSMUSG00000060279,567.9856289,796.2758563,-0.45766,0.0020284,0.018011,Ap2a1,chr7,-,44900373,44929496,3449,protein_coding,adaptor-related_protein_complex_2_alpha_1_subunit,600,688,484,793,775,753,8.909684847,10.30885353,8.217483374,12.73706084,10.84148678,9.914013369
ENSMUSG00000022414,367.0286125,517.2856647,-0.45753,0.0063936,0.043811,Tab1,chr15,+,80133154,80161701,2931,protein_coding,TGF-beta_activated_kinase_1/MAP3K7_binding_protein_1,366,400,366,529,519,457,6.395427108,7.052763132,7.312265197,9.998367234,8.543422334,7.080241968
ENSMUSG00000002660,903.2122846,1269.700302,-0.45679,0.0047927,0.034842,Clpp,chr17,+,56990264,56996371,1207,protein_coding,caseinolytic_mitochondrial_matrix_peptidase_proteolytic_subunit,993,924,874,1339,1089,1252,42.13531692,39.56214465,42.40243815,61.45575202,43.53123074,47.10258882
ENSMUSG00000024853,2340.203208,3270.196057,-0.45651,0.0014456,0.013773,Sf3b2,chr19,-,5273923,5295455,3231,protein_coding,splicing_factor_3b_subunit_2,2597,2643,2046,3403,3093,3000,41.16605766,42.27419346,37.08133303,58.34642103,46.18737691,42.16304958
ENSMUSG00000045316,846.5415213,1181.384296,-0.45636,0.0011073,0.011191,Fahd1,chr17,-,24848896,24850302,1407,protein_coding,fumarylacetoacetate_hydrolase_domain_containing_1,876,908,830,1134,1098,1220,31.88704651,33.35084765,34.54384384,44.64863515,37.65204586,39.37435491
ENSMUSG00000020079,473.2596941,662.7650779,-0.45558,0.002861,0.023532,Supv3l1,chr10,-,62429209,62449738,2604,protein_coding,suppressor_of_var1_3-like_1_(S._cerevisiae),547,467,450,649,630,655,10.75847297,9.268106722,10.1194801,13.80679725,11.67293066,11.42215472
ENSMUSG00000021978,871.5154943,1212.929247,-0.45467,0.000645,0.0073135,Extl3,chr14,-,65052060,65098106,5977,protein_coding,exostoses_(multiple)-like_3,920,952,826,1172,1190,1182,7.883314593,8.231307345,8.092513979,10.86259497,9.606032284,8.980115843
ENSMUSG00000018893,183870.2716,258150.3817,-0.45453,0.0056969,0.039999,Mb,chr15,-,77015489,77050670,1106,protein_coding,myoglobin,184813,194556,186832,282437,219757,243615,8558.185119,9090.852831,9891.970276,14146.7179,9586.673291,10002.22493
ENSMUSG00000034570,401.2133036,563.8723227,-0.45427,0.0067544,0.045392,Inpp5j,chr11,-,3494375,3504821,3433,protein_coding,inositol_polyphosphate_5-phosphatase_J,364,464,408,558,533,553,5.430400576,6.98488568,6.959419673,9.004293155,7.490895558,7.314742566
ENSMUSG00000023723,2332.857807,3277.376418,-0.45386,0.0066554,0.044986,Mrps23,chr11,+,88204388,88211507,1404,protein_coding,mitochondrial_ribosomal_protein_S23,2480,2363,2345,3602,2839,3025,90.46672309,86.97846505,97.80530372,142.1234794,97.56153418,97.8376448
ENSMUSG00000019828,267.4391552,374.1709918,-0.4538,0.0043039,0.032211,Grm1,chr10,-,10686059,11082356,6930,protein_coding,glutamate_receptor_metabotropic_1,253,325,251,299,418,392,1.869784576,2.423624041,2.120933997,2.390161156,2.910203666,2.568624087
ENSMUSG00000025266,374.7306405,523.4673913,-0.4533,0.0035381,0.027729,Gnl3l,chrX,-,150983141,151017322,4869,protein_coding,guanine_nucleotide_binding_protein-like_3_(nucleolar)-like,438,399,329,367,611,586,4.607216516,4.234949603,3.956788076,4.175567611,6.054548633,5.46519371
ENSMUSG00000041037,359.9596315,501.9931669,-0.45313,0.0013314,0.012897,Irgq,chr7,+,24530648,24538599,6123,protein_coding,immunity-related_GTPase_family_Q,409,414,301,450,499,526,3.421080827,3.494227739,2.878650255,4.071341057,3.932028188,3.900939394
ENSMUSG00000029469,680.9010062,944.5337988,-0.45253,0.00062685,0.0071367,Ift81,chr5,-,122550204,122614518,2950,protein_coding,intraflagellar_transport_81,682,734,683,765,1050,982,11.84040739,12.85846625,13.55767923,14.36576142,17.17305732,15.11601068
ENSMUSG00000040283,781.9184371,1084.668915,-0.45243,0.00038334,0.0048686,Btnl9,chr11,-,49165585,49187159,5273,protein_coding,butyrophilin-like_9,791,948,694,909,1091,1202,7.682861402,9.291069129,7.707053361,9.549823441,9.982683811,10.35128854
ENSMUSG00000024038,5061.156796,7070.113505,-0.45224,0.0033494,0.026624,Ndufv3,chr17,+,31520115,31531326,1537,protein_coding,NADH_dehydrogenase_(ubiquinone)_flavoprotein_3,5379,5061,5141,7103,5952,7515,179.2387734,170.1678827,195.8666084,256.0101462,186.839799,222.0254893
ENSMUSG00000059119,2483.357828,3451.430581,-0.45085,0.0011909,0.011856,Nap1l4,chr7,-,143513579,143549090,2283,protein_coding,nucleosome_assembly_protein_1-like_4,2610,2754,2330,3520,3234,3284,58.55161551,62.34091177,59.76358982,85.4133946,68.34621059,65.3198164
ENSMUSG00000045636,1983.747838,2741.531555,-0.45078,0.0001098,0.0017342,Mtus1,chr8,-,40990914,41133726,6548,protein_coding,mitochondrial_tumor_suppressor_1,2040,2162,1928,2479,2785,2788,15.9560645,17.06326534,17.24189618,20.97283241,20.52092179,19.33444976
ENSMUSG00000056228,365.8297054,512.9376983,-0.4504,0.0072535,0.048051,Cars2,chr8,-,11514021,11550771,1846,protein_coding,cysteinyl-tRNA_synthetase_2_(mitochondrial)(putative),382,391,357,518,442,532,10.59829375,10.94611953,11.32460822,15.54487713,11.55236518,13.08662489
ENSMUSG00000021241,592.5789968,821.8336807,-0.45035,0.00077356,0.0084091,Isca2,chr12,+,84773270,84775089,868,protein_coding,iron-sulfur_cluster_assembly_2_homolog_(S._cerevisiae),634,632,567,728,786,902,37.40880362,37.62811637,38.25163478,46.46231925,43.69011192,47.18832162
ENSMUSG00000040734,743.7838301,1034.760932,-0.44922,0.0021463,0.018771,Ppp1r13l,chr7,+,19359749,19378533,3130,protein_coding,protein_phosphatase_1_regulatory_(inhibitor)_subunit_13_like,788,797,715,1041,979,993,12.89395548,13.15918854,13.37668102,18.42449625,15.09102333,14.4063058
ENSMUSG00000033429,980.8371661,1366.690366,-0.44889,0.003541,0.027736,Mcee,chr7,+,64392645,64412121,824,protein_coding,methylmalonyl_CoA_epimerase,1100,929,991,1356,1259,1368,68.37065805,58.26444685,70.42601414,91.16365067,73.71890144,75.38876069
ENSMUSG00000026211,2030.812175,2819.179591,-0.44875,0.0014517,0.013812,Obsl1,chr1,-,75479310,75506452,5679,protein_coding,obscurin-like_1,2159,2115,1995,2802,2561,2851,19.47085668,19.24658262,20.57110866,27.33288617,21.75795359,22.79675685
ENSMUSG00000041361,2415.002754,3351.817892,-0.44788,0.0018966,0.017079,Myzap,chr9,-,71504347,71592360,5503,protein_coding,myocardial_zonula_adherens_protein,2768,2322,2364,2445,3462,4074,25.76148295,21.80609139,25.15559686,24.61322836,30.35343788,33.61779544
ENSMUSG00000056900,3302.349817,4554.18772,-0.44731,0.00015953,0.0023765,Usp13,chr3,+,32817546,32938071,7580,protein_coding,ubiquitin_specific_peptidase_13_(isopeptidase_T-3),3261,3658,3272,4057,4785,4552,22.03362124,24.93960788,25.27730427,29.65002286,30.45741724,27.26972549
ENSMUSG00000005803,435.6309202,602.484076,-0.44712,0.0010371,0.010574,Sqrdl,chr2,+,122765237,122809569,1985,protein_coding,sulfide_quinone_reductase-like_(yeast),481,453,414,481,681,624,12.41048779,11.79377441,12.21311642,13.42374816,16.55262732,14.27485801
ENSMUSG00000023051,473.6374763,657.7950835,-0.4466,0.0029408,0.024019,Tarbp2,chr15,+,102518192,102523676,2732,protein_coding,TAR_(HIV)_RNA_binding_protein_2,546,443,471,598,659,674,10.23566902,8.379886889,10.09547782,12.12578098,11.63817963,11.2028087
ENSMUSG00000025813,1295.898301,1790.452738,-0.44624,0.0006662,0.0075112,Homer2,chr7,-,81600481,81706925,10999,protein_coding,homer_homolog_2_(Drosophila),1268,1406,1317,1604,1776,1881,5.904326128,6.606131951,7.011634023,8.078679749,7.790585455,7.765748329
ENSMUSG00000021809,352.1326735,490.8783286,-0.44495,0.0055082,0.03902,Nudt13,chr14,+,20294690,20317575,2523,protein_coding,nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_13,426,358,311,487,468,476,8.647620752,7.332986771,7.218214861,10.69303384,8.949709504,8.567170706
ENSMUSG00000032047,7886.819484,10846.01522,-0.44448,0.00010397,0.0016623,Acat1,chr9,-,53580522,53610382,3405,protein_coding,acetyl-Coenzyme_A_acetyltransferase_1,8553,8045,7746,8947,11071,12037,128.6487712,122.1023599,133.2131332,145.5625153,156.8736751,160.5272858
ENSMUSG00000002980,4673.514474,6485.477503,-0.44445,0.0031841,0.025601,Bcam,chr7,-,19756131,19771016,2429,protein_coding,basal_cell_adhesion_molecule,5325,5011,4187,6945,5966,5872,112.2784436,106.6134539,100.939724,158.3922637,118.5048352,109.7757089
ENSMUSG00000054752,657.8867473,912.9375872,-0.4442,0.0042868,0.032118,Fsd1l,chr4,+,53631471,53707009,7467,protein_coding,fibronectin_type_III_and_SPRY_domain_containing_1-like,649,773,617,624,1130,979,4.451463656,5.349934537,4.838666385,4.629431569,7.301509061,5.953663145
ENSMUSG00000053436,1023.695183,1406.785056,-0.44418,5.84E-05,0.0010498,Mapk14,chr17,+,28691342,28748404,3592,protein_coding,mitogen-activated_protein_kinase_14,1146,1126,911,1222,1494,1429,16.34001971,16.20008107,14.85144516,18.84621357,20.06756165,18.06523516
ENSMUSG00000058056,1332.920676,1835.982981,-0.4441,0.00037151,0.0047313,Palld,chr8,-,61513246,61902690,4536,protein_coding,palladin_cytoskeletal_associated_protein,1312,1603,1223,1426,2046,1979,14.8137522,18.26314646,15.78847115,17.41549048,21.76270724,19.81164178
ENSMUSG00000056770,1222.20817,1689.948896,-0.44378,0.0012466,0.012236,Setd3,chr12,-,108106431,108179314,3056,protein_coding,SET_domain_containing_3,1463,1294,1051,1669,1640,1620,24.51857709,21.88245539,20.13891333,30.25465586,25.89231217,24.07184526
ENSMUSG00000018770,23675.20709,32685.13181,-0.44369,0.00094675,0.0098397,Atp5g3,chr2,-,73908447,73911326,862,protein_coding,ATP_synthase_H+_transporting_mitochondrial_F0_complex_subunit_C3_(subunit_9),26289,22949,23714,29554,30044,36319,1561.964241,1375.851702,1610.957995,1899.320403,1681.631461,1913.26151
ENSMUSG00000027346,3294.726552,4587.053709,-0.44298,0.0075346,0.049631,Gpcpd1,chr2,-,132529082,132587729,4356,protein_coding,glycerophosphocholine_phosphodiesterase_GDE1_homolog_(S._cerevisiae),3575,3634,3016,2749,5247,5814,42.0332007,43.11339045,40.54433046,34.96037635,58.1170457,60.60868686
ENSMUSG00000038028,741.7214009,1026.174424,-0.44266,0.0024019,0.020529,9630033F20Rik,chr6,-,127085116,127109550,3651,protein_coding,RIKEN_cDNA_9630033F20_gene,790,738,755,989,1010,1000,11.0820357,10.4462317,12.10937659,15.00630223,13.34719106,12.43757995
ENSMUSG00000067369,707.1477007,975.2647087,-0.44217,0.0013379,0.01295,Trmt2b,chrX,-,134222339,134276984,4099,protein_coding,TRM2_tRNA_methyltransferase_2B,660,823,700,802,1076,1007,8.246512159,10.37616913,10.00015631,10.83891175,12.66527691,11.15576278
ENSMUSG00000020034,1717.196761,2364.35339,-0.44178,0.00072466,0.008009,Tcp11l2,chr10,+,84576626,84614359,2725,protein_coding,t-complex_11_(mouse)_like_2,1973,1770,1582,1710,2640,2699,37.08214648,33.56772318,33.99590754,34.76312694,46.74312639,44.97633844
ENSMUSG00000019179,21455.07089,29624.07198,-0.44143,0.001766,0.01609,Mdh2,chr5,+,135778480,135790398,1456,protein_coding,malate_dehydrogenase_2_NAD_(mitochondrial),23203,21370,21536,28619,26160,31705,816.182073,758.5046937,866.1444649,1088.885739,866.8754443,988.8128484
ENSMUSG00000038252,378.4096085,526.5006686,-0.44141,0.0066198,0.044919,Ncapd2,chr6,-,125168007,125191701,4629,protein_coding,non-SMC_condensin_I_complex_subunit_D2,362,491,327,511,523,504,4.005213545,5.481626448,4.136635348,6.115372977,5.451234244,4.944143576
ENSMUSG00000039220,466.3450628,647.9955826,-0.44084,0.0058635,0.040779,Ppp1r10,chr17,+,35916434,35932283,4255,protein_coding,protein_phosphatase_1_regulatory_subunit_10,493,570,393,623,555,714,5.934056012,6.922937592,5.408535103,8.111061843,6.293232184,7.61984901
ENSMUSG00000001211,3186.403625,4379.259365,-0.44081,0.0003553,0.0045671,Agpat3,chr10,-,78269178,78352489,5980,protein_coding,1-acylglycerol-3-phosphate_O-acyltransferase_3,3399,3416,3043,4172,4169,4465,29.11080848,29.52105021,29.79802191,38.64847359,33.6365192,33.90533171
ENSMUSG00000059263,1336.873348,1845.214662,-0.4404,0.0017339,0.015859,Usp47,chr7,+,112023506,112111386,5540,protein_coding,ubiquitin_specific_peptidase_47,1543,1438,1178,1860,1862,1653,14.26462791,13.41418361,12.4515149,18.59912058,16.21624317,13.5491112
ENSMUSG00000028633,596.3305481,827.278483,-0.44012,0.005521,0.039038,Ctps,chr4,-,120539868,120570276,2705,protein_coding,cytidine_5'-triphosphate_synthase,559,742,550,825,840,747,10.58397548,14.17593657,11.90644436,16.89568911,14.98277829,12.54010147
ENSMUSG00000025403,699.2652678,964.7771857,-0.44011,0.0017704,0.016119,Shmt2,chr10,-,127517123,127522444,2305,protein_coding,serine_hydroxymethyltransferase_2_(mitochondrial),750,744,669,941,989,888,16.6645895,16.68080983,16.99580951,22.6155901,20.7016851,17.49402547
ENSMUSG00000023460,2250.759825,3076.479515,-0.4383,3.71E-05,0.00072784,Rab12,chr17,-,66494512,66519717,2057,protein_coding,RAB12_member_RAS_oncogene_family,2448,2387,2132,2612,3206,3259,60.9510804,59.96989006,60.69313565,70.34417027,75.19856665,71.94453122
ENSMUSG00000033557,1208.063038,1660.591904,-0.43771,0.0010163,0.010392,Fam20b,chr1,-,156678532,156719086,4621,protein_coding,family_with_sequence_similarity_20_member_B,1250,1344,1146,1616,1693,1542,13.85410041,15.03067296,14.52229705,19.37289918,17.67670548,15.15291278
ENSMUSG00000024588,1523.313531,2090.802689,-0.43697,0.0010001,0.010261,Fech,chr18,-,64456550,64489066,2901,protein_coding,ferrochelatase,1535,1634,1527,1615,2150,2440,27.09972835,29.1084747,30.8232178,30.83997578,35.75782276,38.19353145
ENSMUSG00000020163,11233.80677,15505.0981,-0.43687,0.0039995,0.030456,Uqcr11,chr10,-,80402997,80406830,605,protein_coding,ubiquinol-cytochrome_c_reductase_complex_III_subunit_XI,12081,11634,10976,16087,13114,15794,1022.708337,993.7767002,1062.369003,1473.02093,1045.827701,1185.453375
ENSMUSG00000020889,1515.258752,2086.177598,-0.43616,0.0026937,0.02242,Nr1d1,chr11,-,98767932,98775333,2721,protein_coding,nuclear_receptor_subfamily_1_group_D_member_1,1409,1984,1328,1603,2488,2111,26.52080717,37.68150597,28.57960355,32.6357961,44.11661381,35.22957548
